Name,Score,Genders,Type,Episodes,Premiered,Producers,Source,Duration per ep.,Rating
Top Secret: The Revelation,7.32,"Sci-Fi, Mystery, Police, Psychological, Shoujo",TV,26,2008,VAP,Manga,22 min,R+ - Mild Nudity
Toradora!,8.24,"Slice of Life, Comedy, Romance, School",TV,25,2008,Genco,Light novel,24 min,PG-13 - Teens 13 or older
Toriko,7.56,Action,TV,147,2011,Yomiko Advertising,Manga,23 min,PG-13 - Teens 13 or older
Toshokan Sensou,7.48,Action,TV,12,2008,Fuji TV,Novel,23 min,PG-13 - Teens 13 or older
Tottoko Hamtarou,6.97,Adventure,TV,296,2000,TV Tokyo,Manga,25 min,G - All Ages
Touch,8.02,Sports,TV,101,1985,Asatsu DK,Manga,25 min,PG-13 - Teens 13 or older
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.94,"Game, Psychological, Thriller, Seinen",TV,26,2005,VAP,Manga,23 min,R - 17+ (violence & profanity)
Touka Gettan,6.56,"Supernatural, Drama, Romance",TV,26,2007,Victor Entertainment,Visual novel,23 min,R - 17+ (violence & profanity)
Touken Ranbu: Hanamaru,6.82,Action,TV,12,2016,Marvelous,Game,24 min,PG-13 - Teens 13 or older
Toushi Gordian,6.26,Action,TV,73,1979,Yomiko Advertising,Original,25 min,G - All Ages
Transformers Galaxy Force,6.63,"Sci-Fi, Adventure, Mecha, Shounen",TV,52,2005,Hasbro,Other,24 min,PG-13 - Teens 13 or older
Trapp Ikka Monogatari,7.63,Drama,TV,40,1991,Fuji TV,Other,23 min,G - All Ages
Triage X,6.34,Action,TV,10,2015,DAX Production,Manga,23 min,R+ - Mild Nudity
Tribe Cool Crew,6.91,"Music, School",TV,50,2014,Avex Entertainment,Original,20 min,PG - Children
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",6.23,"Sci-Fi, Mystery, Psychological, Drama",TV,24,2016,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Trigun,8.24,Action,TV,26,1998,Victor Entertainment,Manga,24 min,PG-13 - Teens 13 or older
Trinity Seven,7.17,Action,TV,12,2014,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Trouble Chocolate,6.54,Romance,TV,20,1999,Robot Communications,Radio,25 min,G - All Ages
True Tears,7.36,Drama,TV,13,2008,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Try Knights,4.69,Sports,TV,12,2019,Nippon Animation,Manga,22 min,PG-13 - Teens 13 or older
Tsubasa Chronicle,7.55,Action,TV,26,2005,NHK,Manga,25 min,PG-13 - Teens 13 or older
Tsubasa Chronicle 2nd Season,7.6,Action,TV,26,2006,NHK,Manga,25 min,PG-13 - Teens 13 or older
Tsugumomo,7.07,Action,TV,12,2017,Animax,Manga,24 min,R+ - Mild Nudity
Tsuki ga Kirei,8.18,"Romance, School",TV,12,2017,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.19,Drama,TV,13,2004,Radix,Visual novel,12 min,PG-13 - Teens 13 or older
Tsukimonogatari,8.14,"Mystery, Comedy, Supernatural, Ecchi",TV,4,2014,Aniplex,Light novel,24 min,R - 17+ (violence & profanity)
Tsukipro The Animation,6.73,Music,TV,13,2017,Studio Jack,Music,23 min,PG-13 - Teens 13 or older
Tsukiuta. The Animation,6.95,Music,TV,13,2016,Movic,Music,24 min,PG-13 - Teens 13 or older
Tsukumogami Kashimasu,6.71,"Slice of Life, Comedy, Historical, Demons, Supernatural",TV,12,2018,TMS Entertainment,Novel,25 min,PG-13 - Teens 13 or older
Tsurezure Children,7.67,Romance,TV,12,2017,Nihon Ad Systems,4-koma manga,12 min,PG-13 - Teens 13 or older
Tsurikichi Sanpei,7.04,Adventure,TV,109,1980,Studio Jack,Manga,24 min,G - All Ages
Tsuritama,7.7,Comedy,TV,12,2012,Aniplex,Original,23 min,PG-13 - Teens 13 or older
Tsurune: Kazemai Koukou Kyuudoubu,7.58,Sports,TV,13,2018,Lantis,Light novel,24 min,PG-13 - Teens 13 or older
Tsurupika Hagemaru-kun,6.87,"Kids, Comedy",TV,59,1988,Asahi,4-koma manga,24 min,PG - Children
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,5.54,Adventure,TV,12,2019,Tokyo Movie Shinsha,Light novel,23 min,PG-13 - Teens 13 or older
Tsuyokiss,6.6,Romance,TV,12,2006,TBS,Visual novel,25 min,PG-13 - Teens 13 or older
Tsuyoshi Shikkari Shinasai,6.86,Drama,TV,112,1992,Studio Comet,Manga,22 min,PG-13 - Teens 13 or older
Turn A Gundam,7.7,Action,TV,50,1999,Sotsu,Original,24 min,PG-13 - Teens 13 or older
TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,6.02,Adventure,TV,24,2020,TV Tokyo,Original,3 min,PG-13 - Teens 13 or older
Twin Angel Break,5.89,Drama,TV,12,2017,Media Factory,Game,23 min,PG-13 - Teens 13 or older
Two Car,5.65,Sports,TV,12,2017,Lantis,Original,23 min,PG-13 - Teens 13 or older
Tytania,6.84,Adventure,TV,26,2008,Kodansha,Light novel,24 min,PG-13 - Teens 13 or older
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",7.04,"Fantasy, Slice of Life",TV,12,2019,Genco,Light novel,23 min,PG-13 - Teens 13 or older
Uchi no Maid ga Uzasugiru!,6.97,"Slice of Life, Comedy, Shoujo Ai",TV,12,2018,AT-X,Manga,23 min,PG-13 - Teens 13 or older
Uchi Tama?! Uchi no Tama Shirimasen ka?,6.9,Slice of Life,TV,11,2020,Aniplex,Original,23 min,PG-13 - Teens 13 or older
Uchouten Kazoku,7.88,"Slice of Life, Comedy, Demons, Drama, Fantasy",TV,13,2013,Bandai Visual,Novel,24 min,PG-13 - Teens 13 or older
Uchouten Kazoku 2,8.13,Fantasy,TV,12,2017,Lantis,Novel,23 min,PG-13 - Teens 13 or older
Uchuu Densetsu Ulysses 31,7.08,Action,TV,26,1981,Tokyo Movie Shinsha,Original,25 min,G - All Ages
Uchuu Kaizoku Captain Herlock,7.71,Action,TV,42,1978,Studio Jack,Manga,25 min,PG-13 - Teens 13 or older
Uchuu Kyoudai,8.52,Sci-Fi,TV,99,2012,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Uchuu Majin Daikengou,6.08,Action,TV,26,1978,Asahi,Original,24 min,PG-13 - Teens 13 or older
Uchuu no Kishi Tekkaman Blade,7.46,Action,TV,49,1992,Sotsu,Original,25 min,R - 17+ (violence & profanity)
Uchuu no Stellvia,7.38,Action,TV,26,2003,Starchild Records,Original,23 min,PG-13 - Teens 13 or older
Uchuu Patrol Luluco,7.59,Action,TV,13,2016,Half H.P Studio,Original,7 min,PG-13 - Teens 13 or older
Uchuu Senkan Tiramisù,6.38,Comedy,TV,13,2018,Frontier Works,Web manga,7 min,PG-13 - Teens 13 or older
Uchuu Senkan Tiramisù II,6.54,Comedy,TV,13,2018,Frontier Works,Web manga,7 min,PG-13 - Teens 13 or older
Uchuu Senkan Yamato,7.59,Action,TV,26,1974,Tohokushinsha Film Corporation,Original,25 min,PG-13 - Teens 13 or older
Uchuu Senkan Yamato 2,7.42,Action,TV,26,1978,AIC,Original,24 min,PG-13 - Teens 13 or older
Uchuu Senkan Yamato III,7.07,Action,TV,25,1980,Yomiko Advertising,Original,23 min,PG-13 - Teens 13 or older
Udon no Kuni no Kiniro Kemari,7.76,"Slice of Life, Fantasy, Seinen",TV,12,2016,VAP,Manga,22 min,PG-13 - Teens 13 or older
Ueki no Housoku,7.76,Action,TV,51,2005,Shochiku,Manga,23 min,PG-13 - Teens 13 or older
Ueno-san wa Bukiyou,6.64,Romance,TV,12,2019,Nippon Animation,Manga,12 min,PG-13 - Teens 13 or older
UFO Princess Valkyrie,6.75,Comedy,TV,12,2002,Media Factory,Manga,23 min,R+ - Mild Nudity
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.97,Romance,TV,12,2003,Media Factory,Manga,23 min,R+ - Mild Nudity
UFO Robo Grendizer,7.53,"Mecha, Sci-Fi, Shounen",TV,74,1975,Fuji TV,Manga,25 min,PG-13 - Teens 13 or older
UFO Senshi Dai Apolon,6.13,Action,TV,26,1976,TBS,Original,24 min,PG-13 - Teens 13 or older
UG☆Ultimate Girls,5.63,Comedy,TV,12,2005,m.o.e.,Original,14 min,R+ - Mild Nudity
Ultra Maniac,7.18,Comedy,TV,26,2003,Victor Entertainment,Manga,24 min,G - All Ages
Ultraman Kids no Kotowaza Monogatari,6.04,Kids,TV,26,1986,TBS,Other,7 min,PG - Children
Ultraviolet: Code 044,5.93,Action,TV,12,2008,Sony Pictures Entertainment,Other,24 min,R - 17+ (violence & profanity)
Ulysses: Jehanne Darc to Renkin no Kishi,5.35,Action,TV,12,2018,Lantis,Light novel,23 min,PG-13 - Teens 13 or older
Uma Musume: Pretty Derby (TV),7.28,Comedy,TV,13,2018,Lantis,Game,23 min,PG-13 - Teens 13 or older
Umayon,6.08,Comedy,TV,12,2020,Cygames,4-koma manga,3 min,PG-13 - Teens 13 or older
Umineko no Naku Koro ni,7.13,"Mystery, Horror, Psychological, Supernatural",TV,26,2009,Geneon Universal Entertainment,Visual novel,23 min,R - 17+ (violence & profanity)
Un-Go,7.4,"Mystery, Supernatural",TV,11,2011,Dentsu,Novel,24 min,R - 17+ (violence & profanity)
UQ Holder!: Mahou Sensei Negima! 2,7,Action,TV,12,2017,Kodansha,Manga,23 min,PG-13 - Teens 13 or older
Urahara,5.79,Fantasy,TV,12,2017,VAP,Web manga,23 min,PG-13 - Teens 13 or older
Urara Meirochou,7.13,"Slice of Life, Comedy, Fantasy, Seinen",TV,12,2017,TBS,4-koma manga,24 min,PG-13 - Teens 13 or older
Urasekai Picnic,6.53,"Sci-Fi, Adventure, Mystery, Fantasy, Shoujo Ai",TV,12,2021,Sony Pictures Entertainment,Novel,23 min,PG-13 - Teens 13 or older
Urashimasakatasen no Nichijou,5.96,"Slice of Life, Comedy, School",TV,12,2019,NBCUniversal Entertainment Japan,Music,4 min,PG-13 - Teens 13 or older
Urawa no Usagi-chan,5.39,"Slice of Life, Comedy, School",TV,12,2015,Geneon Universal Entertainment,Original,3 min,PG - Children
Urayasu Tekkin Kazoku,6.93,Shounen,TV,33,1998,TBS,Manga,7 min,R - 17+ (violence & profanity)
Urusei Yatsura,7.69,Action,TV,195,1981,Kitty Films,Manga,25 min,PG-13 - Teens 13 or older
Usagi Drop,8.43,"Slice of Life, Josei",TV,11,2011,Fuji TV,Manga,22 min,PG-13 - Teens 13 or older
Usakame,5.8,Comedy,TV,12,2016,DAX Production,Manga,3 min,PG-13 - Teens 13 or older
Ushinawareta Mirai wo Motomete,6.76,"Sci-Fi, Drama, Romance, School",TV,12,2014,Starchild Records,Visual novel,23 min,PG-13 - Teens 13 or older
Ushio to Tora (TV),7.6,Action,TV,26,2015,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Ushio to Tora (TV) 2nd Season,7.95,Action,TV,13,2016,Sotsu,Manga,24 min,PG-13 - Teens 13 or older
Uta no☆Prince-sama♪ Maji Love 1000%,7.1,"Harem, Music, Comedy, Romance, School, Shoujo",TV,13,2011,Starchild Records,Visual novel,25 min,PG-13 - Teens 13 or older
Uta no☆Prince-sama♪ Maji Love 2000%,7.25,Harem,TV,13,2013,Shochiku,Visual novel,25 min,PG-13 - Teens 13 or older
Uta no☆Prince-sama♪ Maji Love Legend Star,7.19,"Harem, Music, Comedy, Romance, Shoujo",TV,13,2016,Broccoli,Visual novel,24 min,PG-13 - Teens 13 or older
Uta no☆Prince-sama♪ Maji Love Revolutions,7.04,Harem,TV,13,2015,Shochiku,Visual novel,24 min,PG-13 - Teens 13 or older
Uta∽Kata,6.72,"Psychological, Drama, Magic",TV,12,2004,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Utawarerumono,7.67,Action,TV,26,2006,Lantis,Visual novel,23 min,R - 17+ (violence & profanity)
Utawarerumono: Itsuwari no Kamen,7.27,Action,TV,25,2015,KlockWorx,Visual novel,23 min,PG-13 - Teens 13 or older
Uzaki-chan wa Asobitai!,7.05,"Slice of Life, Comedy, Romance, Ecchi",TV,12,2020,Movic,Manga,23 min,PG-13 - Teens 13 or older
Val x Love,5.89,"Harem, Comedy, Supernatural, Romance, Ecchi, School, Shounen",TV,12,2019,Sotsu,Manga,23 min,R+ - Mild Nudity
Valkyrie Drive: Mermaid,6.12,Action,TV,12,2015,Genco,Original,24 min,R+ - Mild Nudity
Vampire Holmes,3.38,"Mystery, Comedy, Supernatural",TV,12,2015,CUCURI,Game,3 min,PG-13 - Teens 13 or older
Vampire Knight,7.03,Drama,TV,13,2008,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Vampire Knight: Guilty,7.22,Drama,TV,13,2008,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Vandread,7.21,Action,TV,13,2000,GDH,Original,22 min,PG-13 - Teens 13 or older
Vandread: The Second Stage,7.42,Action,TV,13,2001,GDH,Original,22 min,PG-13 - Teens 13 or older
Vatican Kiseki Chousakan,6.39,"Mystery, Supernatural, Drama",TV,12,2017,WOWOW,Novel,24 min,R - 17+ (violence & profanity)
Venus Project: Climax,5.36,Action,TV,6,2015,Imagica,Game,23 min,PG-13 - Teens 13 or older
Venus Versus Virus,6.39,Drama,TV,12,2007,TBS,Manga,24 min,PG-13 - Teens 13 or older
Versailles no Bara,8.33,"Military, Historical, Drama, Romance, Shoujo",TV,40,1979,Nippon Animation,Manga,24 min,PG-13 - Teens 13 or older
Viewtiful Joe,6.75,Action,TV,51,2004,TV Tokyo,Game,20 min,PG-13 - Teens 13 or older
Vinland Saga,8.71,Action,TV,24,2019,Pony Canyon,Manga,24 min,R - 17+ (violence & profanity)
Violet Evergarden,8.64,"Slice of Life, Drama, Fantasy",TV,13,2018,Lantis,Light novel,24 min,PG-13 - Teens 13 or older
Viper's Creed,6.74,Action,TV,12,2009,Sony Pictures Entertainment,Original,23 min,PG-13 - Teens 13 or older
Virtua Fighter,7.1,Action,TV,35,1995,Aniplex,Game,25 min,PG-13 - Teens 13 or older
Virtual-san wa Miteiru,5.42,Music,TV,12,2019,Dwango,Original,24 min,PG-13 - Teens 13 or older
Virus: Virus Buster Serge,5.47,Action,TV,12,1997,Pioneer LDC,Game,24 min,R+ - Mild Nudity
ViVid Strike!,7.09,Action,TV,12,2016,KlockWorx,Original,24 min,PG-13 - Teens 13 or older
Vividred Operation,6.46,Action,TV,12,2013,Aniplex,Original,24 min,R+ - Mild Nudity
W'z,5.54,Action,TV,13,2019,Frontier Works,Original,23 min,PG-13 - Teens 13 or older
Wagamama High Spec,5.41,School,TV,12,2016,Heewon Entertainment,Visual novel,3 min,PG-13 - Teens 13 or older
Wagamama☆Fairy Mirumo de Pon!,7.3,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo",TV,172,2002,Tokyo Movie Shinsha,Manga,21 min,G - All Ages
Wagaya no Oinari-sama.,7.22,Adventure,TV,24,2008,Kadokawa,Light novel,24 min,PG-13 - Teens 13 or older
Wakaba*Girl,6.9,School,TV,13,2015,Shochiku,4-koma manga,7 min,PG-13 - Teens 13 or older
Wakakusa no Yon Shimai,6.42,"Slice of Life, Historical, Drama",TV,26,1981,Kokusai Eigasha,Novel,23 min,G - All Ages
"Wake Up, Girls!",6.99,Drama,TV,12,2014,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
"Wake Up, Girls! Shin Shou",6.5,"Music, Drama",TV,12,2017,TV Tokyo,Original,23 min,PG-13 - Teens 13 or older
Walkure Romanze,6.38,Action,TV,12,2013,Frontier Works,Visual novel,23 min,R+ - Mild Nudity
Wangan Midnight,7.46,Action,TV,26,2007,OB Planning,Manga,25 min,PG-13 - Teens 13 or older
Warau Salesman,6.69,Psychological,TV,103,1989,TBS,Manga,10 min,R+ - Mild Nudity
Warau Salesman New,6.27,Drama,TV,12,2017,TMS Entertainment,Manga,23 min,PG-13 - Teens 13 or older
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7.04,"Slice of Life, Comedy, School",TV,12,2013,TV Tokyo,Web manga,24 min,PG-13 - Teens 13 or older
Watashi ga Motete Dousunda,7.1,"Harem, Comedy, Romance, School, Shoujo",TV,12,2016,TBS,Manga,23 min,PG-13 - Teens 13 or older
Watashi ni Tenshi ga Maiorita!,7.36,"Slice of Life, Comedy, Shoujo Ai",TV,12,2019,AT-X,4-koma manga,23 min,PG-13 - Teens 13 or older
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.86,Fantasy,TV,12,2019,AT-X,Light novel,23 min,PG-13 - Teens 13 or older
"Watashitachi, Luck Logic-bu!",5.39,"Game, Comedy, School",TV,12,2016,Bushiroad,Card game,1 min,PG-13 - Teens 13 or older
Wave!!: Surfing Yappe!! (TV),6.05,Sports,TV,12,2021,Delfi Sound,Other,23 min,PG-13 - Teens 13 or older
Weiß Kreuz,6.73,Action,TV,25,1998,AIC,Original,23 min,PG-13 - Teens 13 or older
Weiß Survive,6.11,"Game, Comedy, Ecchi",TV,16,2009,TBS,Card game,2 min,PG-13 - Teens 13 or older
Weiß Survive R,6.1,Comedy,TV,12,2010,TBS,Card game,2 min,PG-13 - Teens 13 or older
Wellber no Monogatari: Sisters of Wellber,6.68,Action,TV,13,2007,Pony Canyon,Original,24 min,PG-13 - Teens 13 or older
Wellber no Monogatari: Sisters of Wellber Zwei,6.85,Adventure,TV,13,2008,Pony Canyon,Original,20 min,PG-13 - Teens 13 or older
Whistle!,7.39,School,TV,39,2002,Marvelous,Manga,24 min,G - All Ages
White Album 2,7.71,Drama,TV,13,2013,Starchild Records,Visual novel,23 min,PG-13 - Teens 13 or older
Wild 7 Another Bouryaku Unga,5.28,Action,TV,13,2002,E&G Films,Manga,22 min,R+ - Mild Nudity
Wild Arms: Twilight Venom,6.66,Action,TV,22,1999,Aniplex,Game,24 min,PG-13 - Teens 13 or older
Wind: A Breath of Heart (TV),6,Drama,TV,13,2004,Frontier Works,Visual novel,12 min,PG-13 - Teens 13 or older
Witch Craft Works,7.07,Action,TV,12,2014,Bandai Visual,Manga,23 min,PG-13 - Teens 13 or older
Witch Hunter Robin,7.27,Action,TV,26,2002,TV Tokyo,Original,25 min,PG-13 - Teens 13 or older
Witchblade,7.27,Action,TV,24,2006,GDH,Other,24 min,R - 17+ (violence & profanity)
Wizard Barristers: Benmashi Cecil,6.19,Action,TV,12,2014,Pony Canyon,Original,24 min,PG-13 - Teens 13 or older
Wolf's Rain,7.82,Action,TV,26,2003,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Wonder Egg Priority,8.32,"Psychological, Drama, Fantasy",TV,12,2021,Aniplex,Original,23 min,R - 17+ (violence & profanity)
Wooser no Sono Higurashi,6.23,"Slice of Life, Comedy, Fantasy",TV,12,2012,TV Tokyo,Web manga,4 min,G - All Ages
Wooser no Sono Higurashi: Kakusei-hen,6.62,Fantasy,TV,12,2014,TV Tokyo,Web manga,4 min,G - All Ages
Working!!,7.7,Romance,TV,13,2010,Aniplex,4-koma manga,24 min,PG-13 - Teens 13 or older
Working!!!,8.03,Romance,TV,13,2015,Aniplex,4-koma manga,23 min,PG-13 - Teens 13 or older
Working'!!,7.87,Romance,TV,13,2011,Aniplex,4-koma manga,24 min,PG-13 - Teens 13 or older
World Destruction: Sekai Bokumetsu no Rokunin,6.98,Adventure,TV,13,2008,Sanrio,Game,25 min,PG-13 - Teens 13 or older
World Fool News (TV) Part II,5.78,"Slice of Life, Comedy",TV,12,2017,CoMix Wave Films,Other,9 min,G - All Ages
World Trigger,7.58,Action,TV,73,2014,Asahi,Manga,23 min,PG-13 - Teens 13 or older
World Trigger 2nd Season,8.09,Action,TV,13,2021,Asahi,Manga,23 min,PG-13 - Teens 13 or older
Wotaku ni Koi wa Muzukashii,7.96,Romance,TV,11,2018,Aniplex,Web manga,22 min,PG-13 - Teens 13 or older
WWW.Working!!,7.45,"Slice of Life, Comedy",TV,13,2016,Aniplex,Web manga,23 min,PG-13 - Teens 13 or older
X,7.43,Action,TV,24,2001,Bandai Visual,Manga,24 min,R+ - Mild Nudity
X-Men,6.37,Action,TV,12,2011,Sony Pictures Entertainment,Other,23 min,PG-13 - Teens 13 or older
Xenosaga The Animation,6.37,Action,TV,12,2005,Haoliners Animation League,Game,23 min,PG-13 - Teens 13 or older
XL Joushi.,5.97,"Romance, Ecchi, Josei",TV,8,2019,Picante Circus,Manga,5 min,R+ - Mild Nudity
xxxHOLiC,8.01,Drama,TV,24,2006,TBS,Manga,24 min,PG-13 - Teens 13 or older
xxxHOLiC Kei,8.25,"Mystery, Comedy, Psychological, Supernatural, Drama",TV,13,2008,Half H.P Studio,Manga,24 min,PG-13 - Teens 13 or older
Yagate Kimi ni Naru,7.93,"Romance, School, Shoujo Ai",TV,13,2018,AT-X,Manga,24 min,PG-13 - Teens 13 or older
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.07,"Slice of Life, Comedy, Drama, Romance, School",TV,13,2013,Geneon Universal Entertainment,Light novel,24 min,PG-13 - Teens 13 or older
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.46,"Slice of Life, Comedy, Drama, Romance, School",TV,12,2020,Marvelous,Light novel,24 min,PG-13 - Teens 13 or older
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.27,"Slice of Life, Comedy, Drama, Romance, School",TV,13,2015,TBS,Light novel,24 min,PG-13 - Teens 13 or older
Yakitate!! Japan,7.95,Shounen,TV,69,2004,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Yakushiji Ryouko no Kaiki Jikenbo,7.09,"Mystery, Police, Supernatural",TV,13,2008,Starchild Records,Light novel,23 min,PG-13 - Teens 13 or older
Yakusoku no Neverland,8.65,"Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen",TV,12,2019,Aniplex,Manga,22 min,R - 17+ (violence & profanity)
Yakusoku no Neverland 2nd Season,7.49,"Sci-Fi, Mystery, Psychological, Thriller, Shounen",TV,11,2021,Aniplex,Manga,22 min,R - 17+ (violence & profanity)
Yakyuukyou no Uta,6.49,Action,TV,25,1978,Studio Jack,Manga,46 min,PG-13 - Teens 13 or older
Yama no Susume,6.82,Adventure,TV,12,2013,Earth Star Entertainment,Manga,3 min,PG-13 - Teens 13 or older
Yama no Susume: Second Season,7.55,Adventure,TV,24,2014,Earth Star Entertainment,Manga,13 min,PG-13 - Teens 13 or older
Yama no Susume: Third Season,7.56,Adventure,TV,13,2018,Tokyo Movie Shinsha,Manga,13 min,PG-13 - Teens 13 or older
Yamada-kun to 7-nin no Majo (TV),7.65,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen",TV,12,2015,Dentsu,Manga,24 min,PG-13 - Teens 13 or older
Yami no Matsuei,7.07,Drama,TV,13,2000,Starchild Records,Manga,23 min,R - 17+ (violence & profanity)
YAT Anshin! Uchuu Ryokou,6.98,Adventure,TV,50,1996,NHK,Original,25 min,PG-13 - Teens 13 or older
YAT Anshin! Uchuu Ryokou 2,6.81,Adventure,TV,25,1998,NHK,Original,25 min,PG-13 - Teens 13 or older
Yatogame-chan Kansatsu Nikki,6.21,"Slice of Life, Comedy, School, Shounen",TV,12,2019,Cloud22,4-koma manga,3 min,PG-13 - Teens 13 or older
Yatogame-chan Kansatsu Nikki Nisatsume,6.31,"Slice of Life, Comedy, School, Shounen",TV,12,2020,Cloud22,4-koma manga,3 min,PG-13 - Teens 13 or older
Yawara!,7.48,Action,TV,124,1989,Kitty Films,Manga,25 min,PG-13 - Teens 13 or older
Yes! Precure 5,7.14,Action,TV,49,2007,Asahi Broadcasting,Original,24 min,G - All Ages
Yes! Precure 5 GoGo!,7.12,Action,TV,48,2008,Asahi Broadcasting,Original,24 min,G - All Ages
Yesterday wo Utatte,7.02,"Slice of Life, Drama, Romance, Seinen",TV,12,2020,Asahi,Manga,23 min,PG-13 - Teens 13 or older
Yoiko,6.3,"Slice of Life, Comedy, Ecchi, School",TV,20,1998,TBS,Manga,12 min,R+ - Mild Nudity
Yojouhan Shinwa Taikei,8.61,"Mystery, Comedy, Psychological, Romance",TV,11,2010,Dentsu,Novel,23 min,R - 17+ (violence & profanity)
Yokoyama Mitsuteru Sangokushi,7.37,Action,TV,47,1991,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Yoku Wakaru Gendai Mahou,6.46,Comedy,TV,12,2009,Studio Jack,Light novel,24 min,PG-13 - Teens 13 or older
Yomigaeru Sora: Rescue Wings,7.42,Drama,TV,12,2006,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Yoru no Yatterman,6.51,Action,TV,12,2015,Yomiko Advertising,Original,24 min,PG-13 - Teens 13 or older
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6.26,Drama,TV,12,2010,Starchild Records,Visual novel,25 min,R+ - Mild Nudity
Youjo Senki,8,Action,TV,12,2017,Media Factory,Light novel,24 min,R - 17+ (violence & profanity)
Youkai Apartment no Yuuga na Nichijou,7.18,"Slice of Life, Mystery, Supernatural",TV,26,2017,TMS Entertainment,Light novel,23 min,PG-13 - Teens 13 or older
Youkai Watch,6.54,Fantasy,TV,214,2014,TV Tokyo,Game,23 min,G - All Ages
Youkai Watch: Shadow Side,6.58,Fantasy,TV,49,2018,TV Tokyo,Game,24 min,G - All Ages
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.85,"Slice of Life, Psychological, Drama, School",TV,12,2017,Studio Comet,Light novel,24 min,PG-13 - Teens 13 or older
Young Black Jack,7.24,"Historical, Drama, Seinen",TV,12,2015,TBS,Manga,24 min,PG-13 - Teens 13 or older
Yowamushi Pedal,8,Comedy,TV,38,2013,Toho,Manga,24 min,PG-13 - Teens 13 or older
Yowamushi Pedal: Grande Road,8.12,Comedy,TV,24,2014,Toho,Manga,23 min,PG-13 - Teens 13 or older
