Name,Score,Genders,Type,Episodes,Premiered,Producers,Source,Duration per ep.,Rating
Slayers Try,7.83,Adventure,TV,26,1997,Shochiku,Light novel,23 min,PG-13 - Teens 13 or older
Slow Start,7.03,School,TV,12,2018,Aniplex,4-koma manga,23 min,PG-13 - Teens 13 or older
Smile Precure!,6.74,Action,TV,48,2012,Rondo Robe,Original,24 min,G - All Ages
So Ra No Wo To,7.56,"Military, Sci-Fi, Music, Slice of Life",TV,12,2010,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
Softenni,6.52,Comedy,TV,12,2011,Geneon Universal Entertainment,Manga,24 min,R+ - Mild Nudity
Sola,7.22,Drama,TV,13,2007,Lantis,Manga,24 min,PG-13 - Teens 13 or older
Solty Rei,7.28,Action,TV,24,2005,AIC,Original,23 min,R - 17+ (violence & profanity)
Somali to Mori no Kamisama,7.82,Adventure,TV,12,2020,Movic,Web manga,23 min,PG-13 - Teens 13 or older
SoniAni: Super Sonico The Animation,6.1,"Music, Slice of Life",TV,12,2014,Genco,Other,23 min,PG-13 - Teens 13 or older
Sonic X,6.46,"Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen",TV,78,2003,TV Tokyo,Game,24 min,PG - Children
Sora no Manimani,7.09,"Slice of Life, Comedy, Romance, School, Seinen",TV,12,2009,Sony Pictures Entertainment,Manga,23 min,PG-13 - Teens 13 or older
Sora no Method,6.77,Drama,TV,13,2014,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Sora no Otoshimono,7.36,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",TV,13,2009,Kadokawa,Manga,24 min,PG-13 - Teens 13 or older
Sora no Otoshimono: Forte,7.55,Comedy,TV,12,2010,Kadokawa,Manga,23 min,PG-13 - Teens 13 or older
Sora to Umi no Aida,5.68,"Sci-Fi, Adventure, Space, Fantasy",TV,12,2018,Half H.P Studio,Game,23 min,PG-13 - Teens 13 or older
Sora yori mo Tooi Basho,8.57,Adventure,TV,13,2018,Media Factory,Original,23 min,PG-13 - Teens 13 or older
Sore ga Seiyuu!,7.05,"Slice of Life, Comedy",TV,13,2015,Evil Line Records,Web manga,23 min,PG-13 - Teens 13 or older
Soredemo Machi wa Mawatteiru,7.44,"Slice of Life, Comedy, Seinen",TV,12,2010,Pony Canyon,Manga,24 min,PG-13 - Teens 13 or older
Soredemo Sekai wa Utsukushii,7.67,Adventure,TV,12,2014,VAP,Manga,22 min,PG-13 - Teens 13 or older
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),6.6,Action,TV,26,1999,Kadokawa,Novel,25 min,PG-13 - Teens 13 or older
Soukou Kihei Votoms,7.73,Action,TV,52,1983,TV Tokyo,Original,25 min,PG-13 - Teens 13 or older
Soukou no Strain,7.07,Drama,TV,13,2006,Haoliners Animation League,Original,24 min,R+ - Mild Nudity
Soukyuu no Fafner: Dead Aggressor,7.3,Action,TV,25,2004,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
Soukyuu no Fafner: Dead Aggressor - Exodus,7.39,Action,TV,13,2015,Starchild Records,Original,24 min,PG-13 - Teens 13 or older
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,7.63,Action,TV,13,2015,Starchild Records,Original,24 min,PG-13 - Teens 13 or older
Soul Buster,5.81,Action,TV,12,2016,MAGES.,Manga,13 min,PG-13 - Teens 13 or older
Soul Eater,7.88,Action,TV,51,2008,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Soul Eater NOT!,5.98,Action,TV,12,2014,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Soul Link,6.13,Action,TV,12,2006,Geneon Universal Entertainment,Visual novel,25 min,R - 17+ (violence & profanity)
Sounan Desu ka?,6.62,Adventure,TV,12,2019,Nihon Ad Systems,Manga,13 min,PG-13 - Teens 13 or older
Souryo to Majiwaru Shikiyoku no Yoru ni...,4.62,Drama,TV,12,2017,KSS,Manga,3 min,R+ - Mild Nudity
Sousei no Aquarion,7.11,Action,TV,26,2005,Media Factory,Original,24 min,PG-13 - Teens 13 or older
Sousei no Onmyouji,7.32,Action,TV,50,2016,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Soushin Shoujo Matoi,6.72,"Supernatural, Magic",TV,12,2016,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Souten Kouro,7.3,Action,TV,26,2009,VAP,Manga,23 min,R+ - Mild Nudity
Souten no Ken,6.69,Action,TV,22,2006,Asahi,Manga,27 min,R - 17+ (violence & profanity)
Space Cobra,7.71,Action,TV,31,1982,Fuji TV,Manga,24 min,R+ - Mild Nudity
Space☆Dandy,7.88,"Sci-Fi, Space, Comedy",TV,13,2014,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Space☆Dandy 2nd Season,8.27,"Space, Comedy, Sci-Fi",TV,13,2014,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Sparrow's Hotel,5.47,Comedy,TV,12,2013,DAX Production,4-koma manga,3 min,PG-13 - Teens 13 or older
Special A,7.56,Romance,TV,24,2008,Shochiku,Manga,24 min,PG-13 - Teens 13 or older
Speed Grapher,7.35,Action,TV,24,2005,Asahi,Original,23 min,R+ - Mild Nudity
Spider Riders: Oracle no Yuusha-tachi,6.6,Action,TV,26,2006,TV Tokyo,Novel,23 min,PG - Children
Spider Riders: Yomigaeru Taiyou,6.71,Action,TV,26,2007,Bee Train,Novel,23 min,PG - Children
Spiral: Suiri no Kizuna,7.25,Drama,TV,25,2002,TV Tokyo,Manga,23 min,PG-13 - Teens 13 or older
Spoon Oba-san,6.64,"Kids, Magic",TV,130,1983,Gakken,Novel,10 min,PG - Children
SSSS.Gridman,7.19,Action,TV,12,2018,Mainichi Broadcasting System,Original,23 min,PG-13 - Teens 13 or older
Stand My Heroes: Piece of Truth,5.7,"Mystery, Romance, Josei",TV,12,2019,Shochiku,Game,24 min,PG-13 - Teens 13 or older
Star Driver: Kagayaki no Takuto,7.23,Action,TV,25,2010,Aniplex,Original,25 min,PG-13 - Teens 13 or older
Star Ocean EX,6.61,Adventure,TV,26,2001,TV Tokyo,Game,22 min,PG-13 - Teens 13 or older
Star☆Twinkle Precure,7.25,Action,TV,49,2019,Asahi,Original,24 min,G - All Ages
Starmyu,6.93,"Music, School, Slice of Life",TV,12,2015,NBCUniversal Entertainment Japan,Original,24 min,PG-13 - Teens 13 or older
Starmyu 2nd Season,7.33,"Music, Slice of Life, School",TV,12,2017,NBCUniversal Entertainment Japan,Original,24 min,PG-13 - Teens 13 or older
Starmyu 3rd Season,6.89,"Music, Slice of Life, School",TV,12,2019,NBCUniversal Entertainment Japan,Original,23 min,PG-13 - Teens 13 or older
Starship Operators,7,Drama,TV,13,2005,Geneon Universal Entertainment,Light novel,24 min,PG-13 - Teens 13 or older
Steins;Gate,9.11,"Thriller, Sci-Fi",TV,24,2011,Frontier Works,Visual novel,24 min,PG-13 - Teens 13 or older
Steins;Gate 0,8.51,"Sci-Fi, Thriller",TV,23,2018,Frontier Works,Visual novel,23 min,PG-13 - Teens 13 or older
Stella Jogakuin Koutou-ka C³-bu,6.54,Military,TV,13,2013,Pony Canyon,Manga,24 min,PG-13 - Teens 13 or older
Stella no Mahou,6.87,"Game, Slice of Life, Comedy, School",TV,12,2016,Kadokawa,4-koma manga,23 min,PG-13 - Teens 13 or older
Stitch!,6.04,Adventure,TV,25,2008,Victor Entertainment,Other,25 min,PG - Children
Stitch!: Itazura Alien no Daibouken,6.13,Adventure,TV,29,2009,Tohokushinsha Film Corporation,Other,25 min,G - All Ages
Strange+,6,"Slice of Life, Comedy, Josei",TV,12,2014,Dream Creation,Manga,3 min,PG-13 - Teens 13 or older
Stratos 4,6.66,Military,TV,13,2003,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Strawberry Panic,7.31,Drama,TV,26,2006,Lantis,Other,25 min,PG-13 - Teens 13 or older
Street Fighter II V,7.07,Action,TV,29,1995,Geneon Universal Entertainment,Game,24 min,PG-13 - Teens 13 or older
Strike the Blood,7.14,Action,TV,24,2013,Movic,Light novel,24 min,R+ - Mild Nudity
Strike Witches,7,Action,TV,12,2008,GDH,Original,24 min,R+ - Mild Nudity
Strike Witches 2,7.32,Action,TV,12,2010,AIC,Original,24 min,R+ - Mild Nudity
Strike Witches: 501 Butai Hasshin Shimasu!,6.48,"Military, Sci-Fi, Comedy, Shounen",TV,12,2019,Nippon Animation,Manga,13 min,PG-13 - Teens 13 or older
Strike Witches: Road to Berlin,7.32,Action,TV,12,2020,Magic Capsule,Original,23 min,PG-13 - Teens 13 or older
Subete ga F ni Naru,7.27,"Sci-Fi, Mystery, Psychological",TV,11,2015,Aniplex,Novel,23 min,R - 17+ (violence & profanity)
Submarine Super 99,6.24,Action,TV,13,2003,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Sugar Sugar Rune,7.44,"Fantasy, Magic, Shoujo",TV,51,2005,TV Tokyo,Manga,24 min,PG - Children
Suisei no Gargantia,7.5,Action,TV,13,2013,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Suki na Mono wa Suki Dakara Shou ga Nai!!,6.71,Drama,TV,12,2005,Bandai Visual,Visual novel,24 min,PG-13 - Teens 13 or older
Sukitte Ii na yo.,7.49,Drama,TV,13,2012,Starchild Records,Manga,24 min,PG-13 - Teens 13 or older
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.81,Action,TV,12,2003,Media Factory,Light novel,24 min,PG - Children
Sumomomo Momomo: Chijou Saikyou no Yome,6.91,Action,TV,22,2006,Asahi,Manga,24 min,PG-13 - Teens 13 or older
Sunabouzu,7.42,Action,TV,24,2004,GDH,Manga,24 min,R - 17+ (violence & profanity)
Super Doll Licca-chan,6.56,Adventure,TV,52,1998,TV Tokyo,Other,25 min,G - All Ages
Super Lovers,7.08,"Slice of Life, Comedy, Drama, Romance, Shounen Ai",TV,10,2016,Kadokawa,Manga,24 min,PG-13 - Teens 13 or older
Super Lovers 2,7.3,"Slice of Life, Comedy, Drama, Romance, Shounen Ai",TV,10,2017,Kadokawa,Manga,24 min,PG-13 - Teens 13 or older
Super Robot Taisen OG: Divine Wars,6.84,Action,TV,25,2006,GDH,Game,24 min,PG-13 - Teens 13 or older
Super Robot Taisen OG: The Inspector,7.25,Action,TV,26,2010,Sotsu,Game,23 min,PG-13 - Teens 13 or older
Super Seisyun Brothers,6.78,Romance,TV,14,2013,AIC,Web manga,4 min,PG-13 - Teens 13 or older
Super Shiro,6,Kids,TV,48,2019,Sanrio,Manga,5 min,PG - Children
Sushi Police,4.67,Comedy,TV,13,2016,Dentsu,Original,3 min,PG-13 - Teens 13 or older
Suteki Tantei Labyrinth,6.74,"Mystery, Sci-Fi",TV,25,2007,Sotsu,Manga,23 min,PG-13 - Teens 13 or older
Suzuka,7.22,Sports,TV,26,2005,Marvelous,Manga,23 min,PG-13 - Teens 13 or older
Suzumiya Haruhi no Yuuutsu,7.88,Music,TV,14,2006,Lantis,Light novel,23 min,PG-13 - Teens 13 or older
Suzumiya Haruhi no Yuuutsu (2009),7.23,Music,TV,14,2009,Kadokawa,Light novel,24 min,PG-13 - Teens 13 or older
Suzy's Zoo: Daisuki! Witzy,6.02,Kids,TV,25,2011,TBS,Other,2 min,G - All Ages
Sweet Valerian,5.77,Action,TV,18,2004,Aniplex,Original,3 min,G - All Ages
Sword Art Online,7.25,Action,TV,25,2012,Aniplex,Light novel,23 min,PG-13 - Teens 13 or older
Sword Art Online Alternative: Gun Gale Online,7.07,Action,TV,12,2018,Aniplex,Light novel,23 min,PG-13 - Teens 13 or older
Sword Art Online II,6.79,Action,TV,24,2014,Aniplex,Light novel,23 min,PG-13 - Teens 13 or older
Sword Art Online: Alicization,7.57,Action,TV,24,2018,Aniplex,Light novel,24 min,R - 17+ (violence & profanity)
Sword Art Online: Alicization - War of Underworld,7.63,Action,TV,12,2019,Aniplex,Light novel,23 min,R - 17+ (violence & profanity)
Sword Art Online: Alicization - War of Underworld 2nd Season,7.42,Action,TV,11,2020,Aniplex,Light novel,24 min,R - 17+ (violence & profanity)
Tabi Machi Late Show,6.22,"Slice of Life, Drama",TV,4,2016,TV Tokyo,Original,7 min,PG - Children
Taboo Tattoo,5.79,Action,TV,12,2016,TV Tokyo,Manga,24 min,R - 17+ (violence & profanity)
Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,2004,Studio Comet,Manga,24 min,PG-13 - Teens 13 or older
Tada-kun wa Koi wo Shinai,7.55,Romance,TV,13,2018,Media Factory,Original,23 min,PG-13 - Teens 13 or older
Taiho Shichau zo (TV),7.54,Action,TV,47,1996,Bandai Visual,Manga,24 min,PG-13 - Teens 13 or older
Taiho Shichau zo Special,7.06,Action,TV,20,1999,TBS,Manga,8 min,PG-13 - Teens 13 or older
Taiho Shichau zo: Full Throttle,7.22,Action,TV,23,2007,TBS,Manga,24 min,PG-13 - Teens 13 or older
Taiho Shichau zo: Second Season,7.41,Action,TV,26,2001,Kodansha,Manga,24 min,PG-13 - Teens 13 or older
Taimadou Gakuen 35 Shiken Shoutai,6.9,Action,TV,12,2015,KlockWorx,Light novel,23 min,R - 17+ (violence & profanity)
Taishou Yakyuu Musume.,7.36,Comedy,TV,12,2009,Lantis,Light novel,24 min,PG-13 - Teens 13 or older
Taiyou no Ko Esteban,7.69,Adventure,TV,39,1982,DiC Entertainment,Novel,27 min,PG-13 - Teens 13 or older
Takahashi Rumiko Gekijou Ningyo no Mori,7.06,"Mystery, Horror, Drama, Fantasy",TV,13,2003,TV Tokyo,Manga,24 min,R - 17+ (violence & profanity)
Takamiya Nasuno Desu!: Teekyuu Spin-off,6.44,"Slice of Life, Comedy, Shounen",TV,12,2015,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Takarajima,7.93,Adventure,TV,26,1978,Tokyo Movie Shinsha,Novel,24 min,PG-13 - Teens 13 or older
Tales of the Abyss,7.32,Adventure,TV,26,2008,Bandai Visual,Game,24 min,PG-13 - Teens 13 or older
Tales of Zestiria the Cross,7.31,Action,TV,12,2016,Bandai Visual,Game,23 min,PG-13 - Teens 13 or older
Tales of Zestiria the Cross 2nd Season,7.35,Action,TV,13,2017,Bandai Visual,Game,23 min,PG-13 - Teens 13 or older
Tamako Market,7.38,"Slice of Life, Comedy",TV,12,2013,Animax,Original,23 min,PG-13 - Teens 13 or older
Tamayomi,5.73,Sports,TV,12,2020,Sotsu,Manga,23 min,PG-13 - Teens 13 or older
Tamayura: Hitotose,7.31,"Slice of Life, Comedy, Drama",TV,12,2011,Big West,Original,24 min,G - All Ages
Tamayura: More Aggressive,7.55,Drama,TV,12,2013,Radix,Original,24 min,G - All Ages
Tanaka-kun wa Itsumo Kedaruge,7.9,"Slice of Life, Comedy, School",TV,12,2016,Bandai Visual,Web manga,24 min,PG-13 - Teens 13 or older
Tanoshii Muumin Ikka,8.12,Adventure,TV,78,1990,TV Tokyo,Book,24 min,G - All Ages
Tanoshii Muumin Ikka Bouken Nikki,7.5,"Kids, Slice of Life, Adventure, Fantasy",TV,26,1991,TV Tokyo,Book,25 min,G - All Ages
Tanoshii Willow Town,6.24,"Kids, Fantasy",TV,26,1993,TV Tokyo,Book,23 min,PG - Children
Tantei Gakuen Q,7.76,Drama,TV,45,2003,Geneon Universal Entertainment,Manga,25 min,PG-13 - Teens 13 or older
Tantei Kageki Milky Holmes TD,6.45,"Mystery, Comedy, Super Power",TV,12,2015,Sotsu,Original,22 min,PG-13 - Teens 13 or older
Tantei Opera Milky Holmes,6.94,"Mystery, Comedy, Super Power",TV,12,2010,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Tantei Opera Milky Holmes Dai 2 Maku,7.22,"Mystery, Comedy, Super Power",TV,12,2012,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Tari Tari,7.32,"Music, Slice of Life, School",TV,13,2012,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Tasogare Otome x Amnesia,7.86,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,2012,Sotsu,Manga,23 min,R - 17+ (violence & profanity)
Tatakau Shisho: The Book of Bantorra,7.24,Action,TV,27,2009,Geneon Universal Entertainment,Light novel,24 min,R - 17+ (violence & profanity)
Tate no Yuusha no Nariagari,8,Action,TV,25,2019,Frontier Works,Light novel,24 min,PG-13 - Teens 13 or older
Tayutama: Kiss on My Deity,6.78,"Harem, Romance, Supernatural",TV,12,2009,Media Factory,Visual novel,23 min,PG-13 - Teens 13 or older
Tears to Tiara,7.2,Action,TV,26,2009,Dwango,Visual novel,24 min,PG-13 - Teens 13 or older
Teekyuu,6.61,Comedy,TV,12,2012,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Teekyuu 2,6.75,Comedy,TV,12,2013,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Teekyuu 3,6.79,Comedy,TV,12,2013,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Teekyuu 4,6.73,Comedy,TV,12,2015,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Teekyuu 5,6.72,Comedy,TV,12,2015,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Teekyuu 6,6.63,Comedy,TV,12,2015,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Teekyuu 7,6.68,Comedy,TV,12,2016,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Teekyuu 8,6.67,Comedy,TV,12,2016,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Teekyuu 9,6.61,Comedy,TV,12,2017,DAX Production,Manga,2 min,PG-13 - Teens 13 or older
Tegamibachi,7.65,Adventure,TV,25,2009,TV Tokyo,Manga,20 min,PG-13 - Teens 13 or older
Tegamibachi Reverse,7.78,Adventure,TV,25,2010,TV Tokyo,Manga,20 min,PG-13 - Teens 13 or older
Tejina-senpai,6.47,Comedy,TV,12,2019,Nihon Ad Systems,Manga,13 min,PG-13 - Teens 13 or older
Tekken Chinmi,7.27,Action,TV,20,1988,Ashi Production,Manga,24 min,PG-13 - Teens 13 or older
Tenchi Muyou!,7.44,Harem,TV,26,1995,TV Tokyo,Original,23 min,PG-13 - Teens 13 or older
Tenchi Muyou! GXP,7.18,Action,TV,26,2002,VAP,Original,24 min,PG-13 - Teens 13 or older
Tengen Toppa Gurren Lagann,8.66,Action,TV,27,2007,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
Tenjou Tenge,6.93,Action,TV,24,2004,Asahi,Manga,23 min,R - 17+ (violence & profanity)
Tenkuu no Escaflowne,7.7,Adventure,TV,26,1996,TV Tokyo,Original,24 min,PG-13 - Teens 13 or older
Tenkuu Senki Shurato,7.23,Action,TV,38,1989,Sotsu,Original,24 min,PG-13 - Teens 13 or older
Tennis no Ouji-sama,7.9,Action,TV,178,2001,Pony Canyon,Manga,22 min,PG-13 - Teens 13 or older
Tenpou Ibun: Ayakashi Ayashi,6.92,"Supernatural, Demons, Historical",TV,25,2006,Aniplex,Original,23 min,R - 17+ (violence & profanity)
Tensei shitara Slime Datta Ken,8.07,"Fantasy, Shounen",TV,24,2018,Lantis,Light novel,23 min,PG-13 - Teens 13 or older
Tenshi ni Narumon!,6.71,Romance,TV,26,1999,TV Tokyo,Original,23 min,PG-13 - Teens 13 or older
Tenshi no 3P!,6.66,"Music, School, Slice of Life",TV,12,2017,Sotsu,Light novel,23 min,PG-13 - Teens 13 or older
Tentai Senshi Sunred,7.81,Parody,TV,26,2008,flying DOG,Manga,13 min,PG-13 - Teens 13 or older
Tentai Senshi Sunred 2nd Season,7.9,Parody,TV,26,2009,flying DOG,Manga,13 min,PG-13 - Teens 13 or older
Terra e... (TV),7.92,Action,TV,24,2007,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Terra Formars,7.04,Action,TV,13,2014,Warner Bros. Japan,Manga,24 min,R - 17+ (violence & profanity)
Terra Formars: Revenge,6.73,Action,TV,13,2016,Warner Bros. Japan,Manga,24 min,R - 17+ (violence & profanity)
Tesagure! Bukatsumono,6.75,"Parody, School, Slice of Life",TV,12,2013,VAP,Original,11 min,PG-13 - Teens 13 or older
Tesagure! Bukatsumono Encore,7.1,"Parody, School, Slice of Life",TV,12,2014,VAP,Original,11 min,PG-13 - Teens 13 or older
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.95,"Parody, School, Slice of Life",TV,12,2015,Big West,Original,23 min,PG-13 - Teens 13 or older
Tetsuko no Tabi,6.32,Seinen,TV,13,2007,Shochiku,Manga,24 min,PG-13 - Teens 13 or older
Tetsuwan Atom,7.11,Action,TV,193,1963,Meiji Seika,Manga,26 min,PG - Children
Tetsuwan Atom (1980),7.14,Action,TV,52,1980,Nippon Animation,Manga,24 min,G - All Ages
Tetsuwan Birdy Decode,7.46,Action,TV,13,2008,Aniplex,Manga,24 min,PG-13 - Teens 13 or older
Tetsuwan Birdy Decode:02,7.74,Action,TV,12,2009,Aniplex,Manga,23 min,R - 17+ (violence & profanity)
Texhnolyze,7.76,Action,TV,22,2003,Geneon Universal Entertainment,Original,23 min,R+ - Mild Nudity
Tezuka Osamu no Don Dracula,6.13,Horror,TV,8,1982,TBS,Manga,23 min,R+ - Mild Nudity
The Big O,7.53,Action,TV,26,1999,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
The God of High School,7.07,Action,TV,13,2020,Shochiku,Web manga,23 min,PG-13 - Teens 13 or older
The iDOLM@STER,7.63,"Music, Comedy, Drama",TV,25,2011,Aniplex,Game,24 min,PG-13 - Teens 13 or older
The iDOLM@STER Cinderella Girls,7.15,Drama,TV,13,2015,Aniplex,Game,24 min,PG-13 - Teens 13 or older
The iDOLM@STER Cinderella Girls 2nd Season,7.35,Drama,TV,12,2015,Aniplex,Game,24 min,PG-13 - Teens 13 or older
The iDOLM@STER SideM,7.18,Music,TV,13,2017,Aniplex,Game,24 min,PG-13 - Teens 13 or older
The iDOLM@STER SideM: Wake Atte Mini!,6.2,"Slice of Life, Comedy",TV,12,2018,Lantis,Manga,3 min,PG-13 - Teens 13 or older
The Reflection,5.14,Action,TV,12,2017,Bandai Visual,Original,25 min,PG-13 - Teens 13 or older
The☆Ultraman,6.37,Action,TV,50,1979,Tokyo Movie Shinsha,Other,25 min,PG-13 - Teens 13 or older
Thermae Romae,7.02,Historical,TV,3,2012,Dentsu,Manga,24 min,PG-13 - Teens 13 or older
Tide-Line Blue,6.66,Action,TV,12,2005,Bandai Visual,Original,23 min,PG-13 - Teens 13 or older
Tiger & Bunny,7.94,Action,TV,25,2011,Bandai Visual,Original,24 min,PG-13 - Teens 13 or older
Tiger Mask W,6.98,Action,TV,38,2016,Asahi,Manga,23 min,PG-13 - Teens 13 or older
Time Bokan 24,5.89,Adventure,TV,24,2016,Yomiko Advertising,Original,23 min,PG-13 - Teens 13 or older
Time Bokan: Gyakushuu no San Akunin,5.99,Adventure,TV,24,2017,Yomiko Advertising,Original,23 min,PG-13 - Teens 13 or older
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,6.52,"Sci-Fi, Adventure",TV,12,2016,TV Tokyo,Book,24 min,PG - Children
To Be Hero,7,Comedy,TV,12,2016,Emon,Original,11 min,PG-13 - Teens 13 or older
To Heart,6.6,Drama,TV,13,1999,KSS,Visual novel,25 min,PG - Children
To Heart: Remember My Memories,6.44,Drama,TV,13,2004,Rondo Robe,Visual novel,24 min,PG-13 - Teens 13 or older
To LOVE-Ru,7.07,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",TV,26,2008,Geneon Universal Entertainment,Manga,24 min,R+ - Mild Nudity
To LOVE-Ru Darkness,7.51,Comedy,TV,12,2012,Geneon Universal Entertainment,Manga,23 min,R+ - Mild Nudity
To LOVE-Ru Darkness 2nd,7.51,Comedy,TV,12,2015,TBS,Manga,23 min,R+ - Mild Nudity
Toaru Hikuushi e no Koiuta,7.19,Adventure,TV,13,2014,Bandai Visual,Light novel,24 min,PG-13 - Teens 13 or older
Toaru Kagaku no Accelerator,7.18,"Super Power, Supernatural, Fantasy, School",TV,12,2019,Sotsu,Manga,23 min,R - 17+ (violence & profanity)
Toaru Kagaku no Railgun,7.72,Action,TV,24,2009,Geneon Universal Entertainment,Manga,24 min,PG-13 - Teens 13 or older
Toaru Kagaku no Railgun S,8.06,Action,TV,24,2013,Geneon Universal Entertainment,Manga,24 min,R - 17+ (violence & profanity)
Toaru Kagaku no Railgun T,8.25,Action,TV,25,2020,Sotsu,Manga,24 min,R - 17+ (violence & profanity)
Toaru Majutsu no Index,7.44,Action,TV,24,2008,Geneon Universal Entertainment,Light novel,23 min,R - 17+ (violence & profanity)
Toaru Majutsu no Index II,7.61,Action,TV,24,2010,Geneon Universal Entertainment,Light novel,23 min,R - 17+ (violence & profanity)
Toaru Majutsu no Index III,6.76,Action,TV,26,2018,Sotsu,Light novel,23 min,PG-13 - Teens 13 or older
Tobe! Isami,7.17,Action,TV,50,1995,Heewon Entertainment,Original,25 min,PG-13 - Teens 13 or older
Togainu no Chi,6.28,Action,TV,12,2010,Aniplex,Visual novel,24 min,R - 17+ (violence & profanity)
Toji no Miko,6.83,Action,TV,24,2018,Sotsu,Original,23 min,PG-13 - Teens 13 or older
Tokimeki Memorial: Only Love,7.07,Harem,TV,25,2006,Konami,Game,24 min,PG-13 - Teens 13 or older
Tokimeki Tonight,7.17,Fantasy,TV,34,1982,Toho,Manga,24 min,PG - Children
Tokkou,6.58,Action,TV,13,2006,WOWOW,Manga,24 min,R - 17+ (violence & profanity)
Tokyo ESP,6.57,Action,TV,12,2014,Lantis,Manga,24 min,R - 17+ (violence & profanity)
Tokyo Ghoul,7.81,Action,TV,12,2014,Marvelous,Manga,24 min,R - 17+ (violence & profanity)
Tokyo Ghoul √A,7.07,Action,TV,12,2015,Marvelous,Manga,24 min,R - 17+ (violence & profanity)
Tokyo Ghoul:re,6.53,Action,TV,12,2018,Marvelous,Manga,24 min,R - 17+ (violence & profanity)
Tokyo Ghoul:re 2nd Season,6.33,Action,TV,12,2018,Marvelous,Manga,24 min,R - 17+ (violence & profanity)
Tokyo Magnitude 8.0,8.06,Drama,TV,11,2009,Dentsu,Original,22 min,PG-13 - Teens 13 or older
Tokyo Majin Gakuen Kenpucho: Tou,7.15,Action,TV,14,2007,Tokyo Movie Shinsha,Game,24 min,R - 17+ (violence & profanity)
Tokyo Mew Mew,6.99,"Sci-Fi, Comedy, Magic, Romance, Fantasy, Shoujo",TV,52,2002,Kodansha,Manga,24 min,PG-13 - Teens 13 or older
Tokyo Ravens,7.53,Action,TV,24,2013,Geneon Universal Entertainment,Light novel,23 min,PG-13 - Teens 13 or older
Tokyo Underground,6.63,Action,TV,26,2002,TV Tokyo,Manga,25 min,PG-13 - Teens 13 or older
Tonagura!,6.73,Drama,TV,13,2006,Starchild Records,Manga,24 min,PG-13 - Teens 13 or older
Tonari no Kaibutsu-kun,7.55,"Slice of Life, Comedy, Romance, School, Shoujo",TV,13,2012,TV Tokyo,Manga,24 min,PG-13 - Teens 13 or older
Tonari no Kyuuketsuki-san,7.1,Shoujo,TV,12,2018,Nippon Animation,4-koma manga,23 min,PG-13 - Teens 13 or older
Tonari no Seki-kun,7.58,School,TV,21,2014,Starchild Records,Manga,7 min,G - All Ages
Tonikaku Kawaii,7.96,Romance,TV,12,2020,Shochiku,Manga,23 min,PG-13 - Teens 13 or older
Tonkatsu DJ Agetarou,7.15,"Music, Comedy, Shounen",TV,12,2016,Yomiko Advertising,Manga,9 min,PG-13 - Teens 13 or older
Tono to Issho: Gantai no Yabou,6.47,Historical,TV,12,2011,Frontier Works,4-koma manga,3 min,PG-13 - Teens 13 or older
Tono to Issho: Ippunkan Gekijou,6.23,Romance,TV,12,2010,Frontier Works,4-koma manga,1 min,PG-13 - Teens 13 or older
